Ticker,Open,High,Low,Close,Volume
MMM,128.40778045904327,129.05428913149493,127.61206697042954,127.91046142578124,2300400.0
AOS,81.45352874878164,81.73227341639527,80.5177365687451,80.76661682128906,627700.0
ABT,111.2656142985676,111.62392621135572,110.52908763055048,111.57415771484376,3690400.0
ABBV,195.449229683816,195.9750296738431,193.80239214379583,194.81430053710935,3676700.0
ACN,332.5364678791684,332.7157308880111,328.3136356208468,329.2299194335937,1679200.0
ADBE,567.0700073242188,572.0,555.6500244140625,557.4400024414062,1627700.0
AMD,158.8699951171875,159.83999633789062,151.00999450683594,151.6999969482422,45737300.0
AES,17.474725812288373,17.65283770392216,17.355985809424723,17.583572387695312,6082900.0
AFL,104.84613609955144,106.1601967533297,104.77645135257336,106.13033294677734,2366900.0
A,145.1489335452735,145.21881436321638,137.93041415512727,139.99713134765625,2634500.0
APD,274.0709428730233,274.39899806790515,271.7150369700706,272.7985534667969,545800.0
ABNB,117.68000030517578,118.3949966430664,115.3000030517578,115.4499969482422,4875500.0
AKAM,102.25,103.1500015258789,101.4000015258789,101.58000183105467,1100200.0
ALB,87.14478710261106,87.14478710261106,84.86428559307986,86.14334869384766,2588100.0
ARE,114.64510880736847,117.51395851163052,114.1999457271552,117.0885772705078,1353300.0
ALGN,234.19000244140625,234.6699981689453,228.16000366210935,228.69000244140625,691700.0
ALLE,133.7817793508975,135.06748034181322,133.6123488342337,134.55917358398438,511700.0
LNT,57.441093800615405,57.57995959398467,57.04433114772401,57.40141677856445,950200.0
ALL,177.7447523354826,179.61720909134976,176.69459348322982,179.5478515625,2559700.0
GOOGL,166.84711081705245,167.17629803386515,162.906864492798,163.39566040039062,22493300.0
GOOG,168.6264625881714,169.00553784668986,164.62627792452696,165.0851593017578,19123800.0
MO,50.89060623632823,50.93964249601785,50.478697165463245,50.831764221191406,6982800.0
AMZN,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,32047500.0
AMCR,10.693966536861655,10.72326481504402,10.625603577310978,10.674434661865234,6796800.0
AEE,81.16919262854562,81.40555579936989,80.69648131411881,81.04116821289062,977100.0
AEP,96.7270626581497,97.43020719811604,96.70725906868418,97.34107971191406,1974700.0
AXP,246.1268629867748,248.2712534881347,245.11948554666736,247.11427307128903,1981300.0
AIG,73.68568038409857,74.23955690917796,73.59666774799726,73.94284057617188,2726400.0
AMT,217.42805458114665,219.0264259311458,216.8721019635074,218.51019287109372,1926500.0
AWK,140.6699981689453,141.14999389648438,138.88999938964844,140.02000427246094,771800.0
AMP,431.975738157427,434.598068335202,429.9018212634073,432.4344177246094,252300.0
AME,165.43344245545666,166.8490205795246,164.44653377524125,164.70571899414062,1060800.0
