Ticker,Open,High,Low,Close,Volume
MMM,122.69855708824014,125.45370129675108,122.06198930890577,124.22035217285156,4334300.0
AOS,81.43362282406241,83.05631935935605,80.92590497501808,81.29425048828125,860000.0
ABT,108.43892794782104,110.12100282720222,108.12042932622995,108.9863510131836,5634800.0
ABBV,183.9609585926878,186.3320388016261,181.6295851064373,184.2387542724609,4273200.0
ACN,315.71490990764096,321.3519684131923,314.44010013070846,317.3880920410156,2284200.0
ADBE,513.6900024414062,519.1599731445312,509.010009765625,514.2000122070312,2076300.0
AMD,135.14999389648438,136.44000244140625,129.10000610351562,130.17999267578125,64455600.0
AES,16.109203530119686,16.762279170376328,16.099308215892982,16.3466854095459,6182900.0
AFL,96.37036369519684,98.12399751205656,95.2607272142142,97.68806457519533,2200100.0
A,135.20476524350838,138.69920243706017,134.05659911658478,136.04342651367188,1462000.0
APD,277.1028453970985,280.4627569255524,276.13861061133605,276.9040222167969,838500.0
ABNB,126.90499877929688,131.4499969482422,126.3000030517578,130.47000122070312,11148400.0
AKAM,91.9800033569336,94.0,91.47000122070312,92.31999969482422,1671800.0
ALB,83.3373464520549,83.39683529375937,78.78626094403423,78.85566711425781,3707800.0
ARE,111.06399181927785,116.01028179612612,110.89581977145048,113.98230743408205,1167200.0
ALGN,208.1000061035156,209.25999450683597,203.42999267578125,206.3600006103516,918700.0
ALLE,126.5260933453319,129.26691071487878,126.45632738917293,127.16395568847656,587800.0
LNT,54.85222610178582,55.943321492223184,54.85222610178582,55.288665771484375,1653500.0
ALL,167.7087741988396,170.62148809974576,167.63943178637797,168.2140350341797,2327900.0
GOOGL,158.9367028046725,160.17364739940209,156.02391252139645,157.89926147460938,49004600.0
GOOG,160.55127052384475,161.95283210597046,157.74315472075523,160.14724731445312,36146500.0
MO,48.37010503738473,49.1645059244274,48.35048978497576,48.52702331542969,8012000.0
AMZN,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,59950800.0
AMCR,10.039632553685111,10.342384536689332,10.039632553685111,10.244722366333008,11369100.0
AEE,79.04197491604226,80.10557910648569,78.71698119864617,79.33741760253906,1455800.0
AEP,95.47608827658988,97.57640461295694,95.4172032820118,96.46736145019533,4524600.0
AXP,226.36850770121032,232.5722832496313,225.90969984841564,230.5176544189453,3148200.0
AIG,69.4129000512288,71.05475155027722,69.34366548583522,70.46131134033203,4514600.0
AMT,223.39465933050957,228.9839829026936,222.68978107544257,226.5119781494141,2823200.0
AWK,143.3764584541478,144.868409177612,142.18290091075795,142.8294219970703,1132200.0
AMP,390.7763372166398,399.23157194238007,390.2179433790021,394.4156799316406,385800.0
AME,154.7268688761999,159.1131664680329,154.63713746769304,156.49134826660156,1820500.0
AMGN,320.41877028592234,328.05412183968866,318.73404526322616,324.083740234375,2436500.0
APH,58.5182367614232,60.27975559134113,58.14005661240808,59.59306335449219,10484000.0
ADI,199.7254728383936,207.00588719463943,199.54692610747512,203.21690368652344,4671100.0
ANSS,298.1400146484375,305.7799987792969,296.9100036621094,302.7900085449219,563900.0
AON,324.1824585833144,330.30118529526413,322.7151619159114,322.80499267578125,1313500.0
APA,27.18660170823841,27.91923577840051,26.840087890625,26.840087890625,6236600.0
AAPL,204.83729660703725,209.51672869129231,200.6168344706096,206.762939453125,69660500.0
AMAT,182.5400880295425,187.70799485550944,179.53293210700514,182.53012084960935,5803900.0
APTV,68.80000305175781,70.08999633789062,68.4000015258789,69.05000305175781,5191200.0
ACGL,91.4954607709994,92.87426078360446,91.4954607709994,91.89483642578124,1402000.0
ADM,57.26597282835056,57.61958835906016,56.715907555725536,56.93200302124024,3019500.0
ANET,80.0374984741211,82.29750061035156,78.26750183105469,80.88500213623047,6599600.0
AJG,277.85339473144217,283.5803797574838,277.3553960335255,280.124267578125,772500.0
AIZ,168.35531982733607,170.36073592399086,167.08456501226175,168.94105529785156,370900.0
T,18.65053537326984,19.0553377504147,18.620916881342414,18.946733474731445,33776000.0
ATO,125.6008951136275,127.60662749241578,125.41316323667046,125.99610900878906,1054500.0
ADSK,230.44000244140625,236.4900054931641,229.32000732421875,234.22999572753903,2183700.0
ADP,255.1219733751261,260.3186460334956,253.8648843877397,256.8344116210937,1847500.0
AZO,3112.8798828125,3190.5,3112.8798828125,3119.590087890625,114000.0
AVB,202.26175460869695,208.37526359023423,202.07318627403896,207.581298828125,776700.0
AVY,201.0329403576128,206.6758529718543,200.0511254068497,203.9188537597656,545100.0
AXON,289.3999938964844,298.70001220703125,286.19000244140625,295.0,1070700.0
BKR,33.99036266739514,34.55719988724285,33.71191737863698,34.02019500732422,7351300.0
BALL,62.48123254928742,64.15057494147133,62.27256143357216,62.89856719970703,1638300.0
BAC,36.21117574525837,36.86327313874983,36.10249221817275,36.47793960571289,40614100.0
BAX,34.53700090239585,37.18306077002156,33.52004637879472,36.452430725097656,11776700.0
BDX,232.93421641798056,236.8197555747601,231.5366074895553,233.43972778320312,1277600.0
BBY,78.97804704687286,80.80084419772086,78.22345176376771,80.35984802246094,2871800.0
TECH,77.49541561928598,80.3792901142541,76.89668113340625,78.25379943847656,1555800.0
BIIB,198.75999450683597,203.8999938964844,198.1499938964844,200.1300048828125,1262100.0
BLK,825.5226796655114,843.0417014597501,820.5567832479054,831.8932495117188,525100.0
BX,129.2231036670699,132.13806802809438,128.15860527424763,129.6409454345703,3288900.0
BK,61.07330383593631,62.58398648256289,60.87452910508574,61.80876541137695,3628800.0
BA,168.88999938964844,169.19000244140625,163.38999938964844,165.0399932861328,5817300.0
BKNG,3401.4611273931223,3476.940724431492,3373.064146438694,3403.532958984375,429300.0
BWA,32.10245994040235,32.43033823350832,31.625541752482548,31.655349731445312,2952200.0
BSX,73.58000183105469,74.7699966430664,73.0199966430664,73.76000213623047,5107300.0
BMY,47.35985132471395,47.53785900481785,46.59837486481799,46.78627395629883,15663000.0
AVGO,141.26537328472529,148.4218435566515,139.79022931229107,143.4481964111328,24751300.0
BR,209.843153937688,222.0462247185377,209.5653617365045,216.8276824951172,1155000.0
BRO,98.40353983746964,100.48789974901104,98.1841327300662,99.10165405273438,1514900.0
BLDR,138.92999267578125,161.36000061035156,137.22000122070312,155.72999572753906,3885900.0
BG,94.460310406489,95.997697747532,93.91828913214738,93.92813873291016,1524400.0
BXP,65.6931389361331,69.07164141543903,64.90284252066759,67.52069091796875,1644100.0
CHRW,97.3207222431382,100.20606166249382,96.90571030254408,98.00253295898438,1626100.0
CDNS,259.44000244140625,265.0400085449219,252.6100006103516,259.79998779296875,4752400.0
CZR,33.380001068115234,35.45000076293945,33.369998931884766,34.56999969482422,7844500.0
CPT,112.9537044183632,115.89305455265972,112.81607648566435,115.23440551757812,861300.0
CPB,48.5219594494779,49.04786084978166,48.273892179869534,48.39296340942383,2673800.0
COF,130.7853043356925,134.2199615118303,130.19793390503108,133.09498596191406,3070100.0
CAH,97.90967638051062,100.2986899150104,97.75040526746044,99.06436157226562,1935000.0
KMX,74.70999908447266,76.76000213623047,73.70999908447266,75.36000061035156,2220300.0
CCL,14.449999809265137,15.039999961853027,14.4399995803833,14.539999961853027,32738600.0
CARR,63.07517591190799,64.98019762553419,62.87569642155217,63.97282791137695,3673100.0
CAT,312.92570333663355,330.98086011624423,309.3884243360576,325.2713623046875,5071700.0
CBOE,196.00999450683597,199.05999755859372,195.27999877929688,197.25,1589700.0
CBRE,105.9800033569336,110.36000061035156,105.16999816894533,108.12000274658205,2186000.0
CDW,206.37631294058363,212.3789688328864,205.80982922755817,207.1614227294922,1082400.0
CE,126.16011288257177,129.72036381235787,125.90154518039036,126.38883972167967,1443500.0
COR,241.3794504786345,243.08577743738863,238.9247526671786,239.30393981933597,1186800.0
CNC,77.27999877929688,77.73999786376953,75.43000030517578,75.44000244140625,4200000.0
CNP,25.636464962738195,25.784310404146744,25.39005526707169,25.399911880493164,7543000.0
CF,72.54686313916316,73.13319716077356,71.70214090668973,72.94438171386719,1823000.0
CRL,227.57000732421875,234.8999938964844,225.50999450683597,228.8000030517578,746200.0
SCHW,61.95900986971665,63.29904203233615,61.12521712834192,62.336204528808594,7691900.0
CHTR,360.75,368.6400146484375,356.20001220703125,356.7799987792969,1356900.0
CVX,141.447882499883,142.0352410110563,140.106716610773,140.2144012451172,9692700.0
CMG,52.93000030517578,55.11000061035156,52.65999984741211,54.08000183105469,16405700.0
CB,267.94235078416546,269.6569277988457,264.01477355776234,264.3437194824219,2104300.0
CHD,99.82704367155876,101.99090842690576,99.64755213009312,101.03362274169922,1735400.0
CI,321.10214434358943,327.27241748988183,320.5664530944609,326.6573791503906,2441900.0
CINF,124.63547726669027,127.57121785179606,124.63547726669027,125.31752014160156,606600.0
CTAS,183.54684845609805,186.99592303904492,183.54684845609805,184.8263092041016,1543600.0
CSCO,44.410599367838095,45.39309250562304,44.30143304299919,44.81748962402344,20524000.0
C,55.89433944666957,57.15317678399892,55.596977159535335,56.06284713745117,16643100.0
CFG,37.78056910586553,39.122095679465545,37.49345171399825,38.46370697021485,5405600.0
CLX,140.65925234668788,141.78090493687395,139.34080648439783,140.92489624023438,1973700.0
CME,195.0310955686632,202.0601410961396,194.9716976519932,200.3573303222656,3269300.0
CMS,64.58000183105469,65.5999984741211,64.27999877929688,64.9000015258789,1788600.0
KO,67.17646609550805,67.85660420346656,66.80188965303081,67.07789611816406,12969100.0
CTSH,71.39617628304384,73.34081833321042,71.22751008804339,72.08077239990234,2664600.0
CL,100.78621763140148,103.08472601884436,100.64691455285636,102.14940643310548,5267200.0
CMCSA,38.6108168384848,39.15672735186418,38.44207865866144,38.63066482543945,15853800.0
CAG,29.791437667056403,30.097750432671404,29.554292117741696,29.574054718017575,3181300.0
COP,103.09856083357045,104.95210402725996,102.64503454751998,104.3112564086914,8424900.0
ED,99.87734564928512,101.33533794793932,99.87734564928512,100.0657958984375,1956400.0
STZ,236.59533614125257,239.54038400033488,235.028609172436,236.51600646972656,1030600.0
CEG,173.31716399683057,183.4882209564783,168.07692491492693,180.70339965820312,6322100.0
COO,91.56999969482422,93.7699966430664,90.87999725341795,92.48999786376952,677000.0
CPRT,50.77999877929688,50.84000015258789,49.209999084472656,49.65999984741211,7245900.0
GLW,37.88494522761905,38.44120169573739,37.63661705618559,38.07367706298828,7389000.0
CPAY,265.8500061035156,272.95001220703125,265.2799987792969,270.9700012207031,447700.0
CTVA,50.878833463897614,51.65439773009532,50.660087875013566,50.88877868652344,3654300.0
CSGP,72.37999725341797,74.87000274658203,72.31999969482422,73.55999755859375,2834100.0
COST,803.9916981106029,831.9845320867367,803.9916981106029,815.7960205078125,2476300.0
CTRA,23.13526312643253,23.58131651073576,22.97666678770638,23.30377197265625,8154200.0
CRWD,230.19000244140625,235.2400054931641,221.55999755859372,231.69000244140625,10613400.0
